Geography,Date Interval,Date,Units,BodyType,Measure,Reported Source,Petrol,Diesel,Hybrid Electric,Plug-in Hybrid Electric,Total
United Kingdom,Monthly,Oct-24,Grams per kilometre,Cars,Reported,WLTP figure,142.2,172,128,26.2,99.5
United Kingdom,Monthly,Nov-24,Grams per kilometre,Cars,Reported,WLTP figure,143.4,181.2,128.8,22.8,93.3
United Kingdom,Monthly,Dec-24,Grams per kilometre,Cars,Reported,WLTP figure,143,180.2,127.5,21.9,85.2
United Kingdom,Monthly,Jan-25,Grams per kilometre,Cars,Reported,WLTP figure,140.3,182.6,126.7,24,98.3
United Kingdom,Monthly,Feb-25,Grams per kilometre,Cars,Reported,WLTP figure,140.5,172.7,126.7,22.2,92.1
United Kingdom,Monthly,Mar-25,Grams per kilometre,Cars,Reported,WLTP figure,143.7,181.8,126.4,22.7,100.2
United Kingdom,Monthly,Apr-25,Grams per kilometre,Cars,Reported,WLTP figure,140.5,177,126.5,21,94.9
United Kingdom,Monthly,May-25,Grams per kilometre,Cars,Reported,WLTP figure,140.4,178,125.9,21.6,92.8
United Kingdom,Monthly,Jun-25,Grams per kilometre,Cars,Reported,WLTP figure,140.8,176.1,127.2,21,90.4
United Kingdom,Monthly,Jul-25,Grams per kilometre,Cars,Reported,WLTP figure,142.1,176.7,126.5,21.1,93.7
United Kingdom,Monthly,Aug-25,Grams per kilometre,Cars,Reported,WLTP figure,139.5,174.8,126.6,21.3,86.6
United Kingdom,Monthly,Sep-25,Grams per kilometre,Cars,Reported,WLTP figure,140.8,177.1,125.7,22.5,89.9
United Kingdom,Monthly,Oct-25,Grams per kilometre,Cars,Reported,WLTP figure,143.1,177.5,124.7,24.1,88.2
United Kingdom,Monthly,Nov-25,Grams per kilometre,Cars,Reported,WLTP figure,143.3,180.7,124.1,25.1,87.6
United Kingdom,Monthly,Dec-25,Grams per kilometre,Cars,Reported,WLTP figure,144.8,179.1,126,27.5,80.7
United Kingdom,Monthly,Jan-26,Grams per kilometre,Cars,Reported,WLTP figure,144.2,180.9,124.9,29.2,95.3
United Kingdom,Monthly,Feb-26,Grams per kilometre,Cars,Reported,WLTP figure,141.4,175,124,31,90.4
United Kingdom,Monthly,Mar-26,Grams per kilometre,Cars,Reported,WLTP figure,142.8,184.7,120.8,31.4,91.2
United Kingdom,Annual,2019,Grams per kilometre,Cars,e-NEDC,[z],131.9,135,96.7,48.4,127.7
United Kingdom,Annual,2020,Grams per kilometre,Cars,e-NEDC,[z],124.9,134.3,99.8,41,111.9
United Kingdom,Annual,2021,Grams per kilometre,Cars,e-NEDC,[z],125.7,136.7,102.4,39.2,99.8
United Kingdom,Annual,2022,Grams per kilometre,Cars,e-NEDC,[z],130.3,140.3,105.8,36.4,85.2
United Kingdom,Quarterly,2018 Q4 (October to December),Grams per kilometre,Cars,e-NEDC,[z],131.1,134.7,94.6,49.2,128.1
United Kingdom,Quarterly,2019 Q1 (January to March),Grams per kilometre,Cars,e-NEDC,[z],131.3,134.6,95.4,50.5,128.6
United Kingdom,Quarterly,2019 Q2 (April to June),Grams per kilometre,Cars,e-NEDC,[z],133.2,134.8,95,50.5,129.6
United Kingdom,Quarterly,2019 Q3 (July to September),Grams per kilometre,Cars,e-NEDC,[z],131.6,135.3,96.6,46.8,126.8
United Kingdom,Quarterly,2019 Q4 (October to December),Grams per kilometre,Cars,e-NEDC,[z],131.8,135.4,99.9,46.8,125.1
United Kingdom,Quarterly,2020 Q1 (January to March),Grams per kilometre,Cars,e-NEDC,[z],125.2,134,98.7,44.6,118.2
United Kingdom,Quarterly,2020 Q2 (April to June),Grams per kilometre,Cars,e-NEDC,[z],126.5,136.9,99.5,42.5,112.6
United Kingdom,Quarterly,2020 Q3 (July to September),Grams per kilometre,Cars,e-NEDC,[z],124.3,134.9,98.8,40.1,111.8
United Kingdom,Quarterly,2020 Q4 (October to December),Grams per kilometre,Cars,e-NEDC,[z],124.8,132.3,102.5,39.5,103.1
United Kingdom,Quarterly,2021 Q1 (January to March),Grams per kilometre,Cars,e-NEDC,[z],125.2,135.5,104,40.9,108.4
United Kingdom,Quarterly,2021 Q2 (April to June),Grams per kilometre,Cars,e-NEDC,[z],124.2,135.3,101.5,38.4,104.2
United Kingdom,Quarterly,2021 Q3 (July to September),Grams per kilometre,Cars,e-NEDC,[z],125.5,140.3,100.3,38.7,95.8
United Kingdom,Quarterly,2021 Q4 (October to December),Grams per kilometre,Cars,e-NEDC,[z],129.8,139.5,105.8,39.1,84.5
United Kingdom,Quarterly,2022 Q1 (January to March),Grams per kilometre,Cars,e-NEDC,[z],130.5,142.7,104.3,38.3,89
United Kingdom,Quarterly,2022 Q2 (April to June),Grams per kilometre,Cars,e-NEDC,[z],130.1,138.9,106.6,35.9,93.1
United Kingdom,Quarterly,2022 Q3 (July to September),Grams per kilometre,Cars,e-NEDC,[z],129.6,136.2,105.4,35.2,87.2
United Kingdom,Quarterly,2022 Q4 (October to December),Grams per kilometre,Cars,e-NEDC,[z],131.3,144,108.1,35,70.6
United Kingdom,Monthly,Sep-18,Grams per kilometre,Cars,e-NEDC,[z],131.8,138.5,97.4,47.1,129.3
United Kingdom,Monthly,Oct-18,Grams per kilometre,Cars,e-NEDC,[z],131.5,136.1,95.2,50.2,128.4
United Kingdom,Monthly,Nov-18,Grams per kilometre,Cars,e-NEDC,[z],130.9,133.9,94.1,48,128
United Kingdom,Monthly,Dec-18,Grams per kilometre,Cars,e-NEDC,[z],131.1,134.2,94.5,49.1,127.8
United Kingdom,Monthly,Jan-19,Grams per kilometre,Cars,e-NEDC,[z],131.3,134.1,95.2,50.5,128.1
United Kingdom,Monthly,Feb-19,Grams per kilometre,Cars,e-NEDC,[z],129.6,132.3,96.2,50,126.7
United Kingdom,Monthly,Mar-19,Grams per kilometre,Cars,e-NEDC,[z],131.5,135.3,95.3,50.7,129.2
United Kingdom,Monthly,Apr-19,Grams per kilometre,Cars,e-NEDC,[z],134.1,134.6,94.1,51.1,130.3
United Kingdom,Monthly,May-19,Grams per kilometre,Cars,e-NEDC,[z],133.7,134.8,96.2,49.7,129.8
United Kingdom,Monthly,Jun-19,Grams per kilometre,Cars,e-NEDC,[z],132.2,135,94.5,50.8,129
United Kingdom,Monthly,Jul-19,Grams per kilometre,Cars,e-NEDC,[z],132,133.6,94.3,50.8,127.9
United Kingdom,Monthly,Aug-19,Grams per kilometre,Cars,e-NEDC,[z],131.1,132.9,94.1,46.7,124.5
United Kingdom,Monthly,Sep-19,Grams per kilometre,Cars,e-NEDC,[z],131.5,137,98.4,45.4,127
United Kingdom,Monthly,Oct-19,Grams per kilometre,Cars,e-NEDC,[z],132.7,136.2,97.9,49,126.7
United Kingdom,Monthly,Nov-19,Grams per kilometre,Cars,e-NEDC,[z],131.6,134.9,99,46.8,124.6
United Kingdom,Monthly,Dec-19,Grams per kilometre,Cars,e-NEDC,[z],131.3,135,104,45.4,124
United Kingdom,Monthly,Jan-20,Grams per kilometre,Cars,e-NEDC,[z],125,134.2,98.8,43.3,119.1
United Kingdom,Monthly,Feb-20,Grams per kilometre,Cars,e-NEDC,[z],122.5,128.5,97.4,44.7,116.3
United Kingdom,Monthly,Mar-20,Grams per kilometre,Cars,e-NEDC,[z],126.2,135.7,98.9,45.4,118.1
United Kingdom,Monthly,Apr-20,Grams per kilometre,Cars,e-NEDC,[z],133.7,133.7,110.5,43.1,71.7
United Kingdom,Monthly,May-20,Grams per kilometre,Cars,e-NEDC,[z],130.2,139.9,108.3,42.4,109.6
United Kingdom,Monthly,Jun-20,Grams per kilometre,Cars,e-NEDC,[z],125.9,136.6,98.8,42.5,113.9
United Kingdom,Monthly,Jul-20,Grams per kilometre,Cars,e-NEDC,[z],126.6,133.4,98.6,41.3,115
United Kingdom,Monthly,Aug-20,Grams per kilometre,Cars,e-NEDC,[z],122.8,131.7,97.5,39.9,110.6
United Kingdom,Monthly,Sep-20,Grams per kilometre,Cars,e-NEDC,[z],123.4,136.8,99.1,39.3,110.3
United Kingdom,Monthly,Oct-20,Grams per kilometre,Cars,e-NEDC,[z],124.4,133.5,102.1,39.5,109.2
United Kingdom,Monthly,Nov-20,Grams per kilometre,Cars,e-NEDC,[z],124.8,130.7,103.4,39.4,105
United Kingdom,Monthly,Dec-20,Grams per kilometre,Cars,e-NEDC,[z],125.1,132.3,102.1,39.6,95
United Kingdom,Monthly,Jan-21,Grams per kilometre,Cars,e-NEDC,[z],127.6,135.7,105.4,40.8,109.9
United Kingdom,Monthly,Feb-21,Grams per kilometre,Cars,e-NEDC,[z],123.5,130,103.9,40.6,107.6
United Kingdom,Monthly,Mar-21,Grams per kilometre,Cars,e-NEDC,[z],124.8,136.5,103.6,41,108
United Kingdom,Monthly,Apr-21,Grams per kilometre,Cars,e-NEDC,[z],124.4,135.4,101.5,39.6,107.6
United Kingdom,Monthly,May-21,Grams per kilometre,Cars,e-NEDC,[z],125.3,135.2,102,38.6,105.7
United Kingdom,Monthly,Jun-21,Grams per kilometre,Cars,e-NEDC,[z],123.1,135.2,101.2,37.4,100.1
United Kingdom,Monthly,Jul-21,Grams per kilometre,Cars,e-NEDC,[z],126.1,138.9,100.4,38.6,101.7
United Kingdom,Monthly,Aug-21,Grams per kilometre,Cars,e-NEDC,[z],124.6,135.8,98.5,38.1,96.7
United Kingdom,Monthly,Sep-21,Grams per kilometre,Cars,e-NEDC,[z],125.5,143.1,100.8,39.1,91.8
United Kingdom,Monthly,Oct-21,Grams per kilometre,Cars,e-NEDC,[z],129.5,140.4,108.3,38.5,92.4
United Kingdom,Monthly,Nov-21,Grams per kilometre,Cars,e-NEDC,[z],129.9,139,107.2,38.8,84.7
United Kingdom,Monthly,Dec-21,Grams per kilometre,Cars,e-NEDC,[z],130.3,139,101.1,40,76.9
United Kingdom,Monthly,Jan-22,Grams per kilometre,Cars,e-NEDC,[z],130.7,142.8,103,39.1,95
United Kingdom,Monthly,Feb-22,Grams per kilometre,Cars,e-NEDC,[z],127.9,135.4,102.3,37.8,81.6
United Kingdom,Monthly,Mar-22,Grams per kilometre,Cars,e-NEDC,[z],131,144.3,105.9,38.1,87.6
United Kingdom,Monthly,Apr-22,Grams per kilometre,Cars,e-NEDC,[z],130.4,139.9,104.5,36.2,98.3
United Kingdom,Monthly,May-22,Grams per kilometre,Cars,e-NEDC,[z],130.2,135.5,107.7,35.6,94.2
United Kingdom,Monthly,Jun-22,Grams per kilometre,Cars,e-NEDC,[z],129.9,141,107.5,36,87.8
United Kingdom,Monthly,Jul-22,Grams per kilometre,Cars,e-NEDC,[z],131.1,138.7,107.7,36.7,99.6
United Kingdom,Monthly,Aug-22,Grams per kilometre,Cars,e-NEDC,[z],126.4,133.3,106.3,34.9,87.5
United Kingdom,Monthly,Sep-22,Grams per kilometre,Cars,e-NEDC,[z],129.8,134.9,104,34.5,80.3
United Kingdom,Monthly,Oct-22,Grams per kilometre,Cars,e-NEDC,[z],131.9,148.1,105.7,33.9,84.4
United Kingdom,Monthly,Nov-22,Grams per kilometre,Cars,e-NEDC,[z],130.7,142,105.7,34.6,73.1
United Kingdom,Monthly,Dec-22,Grams per kilometre,Cars,e-NEDC,[z],131.1,141.3,116,36.9,56.1
United Kingdom,Annual,2019,Grams per kilometre,Cars,WLTP,[z],155.3,166.4,122.2,55.3,152.5
United Kingdom,Annual,2020,Grams per kilometre,Cars,WLTP,[z],148,164.9,125.5,42.5,134.9
United Kingdom,Annual,2021,Grams per kilometre,Cars,WLTP,[z],143.9,160.9,126.4,39,119.8
United Kingdom,Annual,2022,Grams per kilometre,Cars,WLTP,[z],143.4,163.6,126.3,35.3,111.7
United Kingdom,Annual,2023,Grams per kilometre,Cars,WLTP,[z],142.9,170.4,126.1,31.5,109.3
United Kingdom,Annual,2024,Grams per kilometre,Cars,WLTP,[z],142.8,173.1,127,28.5,102.5
United Kingdom,Annual,2025,Grams per kilometre,Cars,WLTP,[z],141.8,178.5,126.1,22.9,92.1
United Kingdom,Quarterly,2018 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],153.9,165.5,118.6,57.2,152.4
United Kingdom,Quarterly,2019 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],153.9,165.9,120.9,61.1,153.3
United Kingdom,Quarterly,2019 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],157.1,166.6,120.5,58.3,155.2
United Kingdom,Quarterly,2019 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],155,166.8,122.2,54,151.4
United Kingdom,Quarterly,2019 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],155.6,166.4,125.6,50.5,149.5
United Kingdom,Quarterly,2020 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],149.4,165.5,124.9,50.8,142.7
United Kingdom,Quarterly,2020 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],149.1,167.5,125.4,45.8,135.6
United Kingdom,Quarterly,2020 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],147,165.8,124.6,41.1,135.1
United Kingdom,Quarterly,2020 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],146.8,160.8,127.6,38.3,124.5
United Kingdom,Quarterly,2021 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],145.5,161.9,129,41,129.1
United Kingdom,Quarterly,2021 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],143.8,160.3,126.5,38.3,124.5
United Kingdom,Quarterly,2021 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],142.6,162.2,124.2,38.6,116.2
United Kingdom,Quarterly,2021 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],143.5,157.6,126.7,38.4,105.6
United Kingdom,Quarterly,2022 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],143.7,161.4,125,37,112.5
United Kingdom,Quarterly,2022 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],143.2,162.6,127.4,36.2,117.4
United Kingdom,Quarterly,2022 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],143.2,164.4,126,35.2,114.5
United Kingdom,Quarterly,2022 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],143.7,166.8,126.9,32.9,102.7
United Kingdom,Quarterly,2023 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],142,171.8,125.1,33.1,112
United Kingdom,Quarterly,2023 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],143.4,170.3,126.3,32,110.3
United Kingdom,Quarterly,2023 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],142.9,169,126.8,30.6,108.2
United Kingdom,Quarterly,2023 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],143.5,170.6,125.8,30.7,106.4
United Kingdom,Quarterly,2024 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],143.3,171,126.2,31.8,109.7
United Kingdom,Quarterly,2024 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],143.6,170.4,126.2,29.2,104.9
United Kingdom,Quarterly,2024 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],141.4,174.3,127.4,29.3,100.8
United Kingdom,Quarterly,2024 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],142.8,177.7,128.1,23.6,92.8
United Kingdom,Quarterly,2025 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],142.4,180.8,126.5,23,98.6
United Kingdom,Quarterly,2025 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],140.6,176.9,126.6,21.2,92.3
United Kingdom,Quarterly,2025 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],141,176.5,126.1,22,90.4
United Kingdom,Quarterly,2025 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],143.7,179.1,124.9,25.5,85.5
United Kingdom,Quarterly,2026 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],143,182.3,122.1,30.8,92
United Kingdom,Monthly,Sep-18,Grams per kilometre,Cars,WLTP,[z],153.4,169.4,121.9,56.7,152.7
United Kingdom,Monthly,Oct-18,Grams per kilometre,Cars,WLTP,[z],153.9,166.9,119.1,55.6,153.2
United Kingdom,Monthly,Nov-18,Grams per kilometre,Cars,WLTP,[z],153.7,164.6,118.2,58.8,152.2
United Kingdom,Monthly,Dec-18,Grams per kilometre,Cars,WLTP,[z],154.1,165,118.5,57,151.6
United Kingdom,Monthly,Jan-19,Grams per kilometre,Cars,WLTP,[z],153.4,165.6,120.1,62.1,152.6
United Kingdom,Monthly,Feb-19,Grams per kilometre,Cars,WLTP,[z],152.3,163,119.4,59.1,151.3
United Kingdom,Monthly,Mar-19,Grams per kilometre,Cars,WLTP,[z],154.3,166.6,121.5,61.3,153.9
United Kingdom,Monthly,Apr-19,Grams per kilometre,Cars,WLTP,[z],158.1,166.1,119.8,60.1,156
United Kingdom,Monthly,May-19,Grams per kilometre,Cars,WLTP,[z],157.5,166.4,121.6,58.1,155.3
United Kingdom,Monthly,Jun-19,Grams per kilometre,Cars,WLTP,[z],156,167,120.2,57.1,154.5
United Kingdom,Monthly,Jul-19,Grams per kilometre,Cars,WLTP,[z],156.3,166.1,119.4,58,153.5
United Kingdom,Monthly,Aug-19,Grams per kilometre,Cars,WLTP,[z],154.5,163.4,117.3,51.2,148.3
United Kingdom,Monthly,Sep-19,Grams per kilometre,Cars,WLTP,[z],154.6,168,124.7,53.1,151.3
United Kingdom,Monthly,Oct-19,Grams per kilometre,Cars,WLTP,[z],156.4,167.2,123.4,54.5,151.5
United Kingdom,Monthly,Nov-19,Grams per kilometre,Cars,WLTP,[z],155.3,165.9,124.5,49.9,148.9
United Kingdom,Monthly,Dec-19,Grams per kilometre,Cars,WLTP,[z],155.2,166.1,130.2,48.4,148.3
United Kingdom,Monthly,Jan-20,Grams per kilometre,Cars,WLTP,[z],149.2,165.5,125.3,46.4,143.7
United Kingdom,Monthly,Feb-20,Grams per kilometre,Cars,WLTP,[z],146.6,159.2,121.1,48.4,140.8
United Kingdom,Monthly,Mar-20,Grams per kilometre,Cars,WLTP,[z],150.4,167.8,125.6,54.6,142.7
United Kingdom,Monthly,Apr-20,Grams per kilometre,Cars,WLTP,[z],150.3,157.1,122.2,55.6,96
United Kingdom,Monthly,May-20,Grams per kilometre,Cars,WLTP,[z],152.5,169.8,134.7,46.4,131.7
United Kingdom,Monthly,Jun-20,Grams per kilometre,Cars,WLTP,[z],148.6,167.5,124.7,45.5,137.2
United Kingdom,Monthly,Jul-20,Grams per kilometre,Cars,WLTP,[z],149.3,165,124.3,43.6,138.5
United Kingdom,Monthly,Aug-20,Grams per kilometre,Cars,WLTP,[z],146,162.1,122.6,41.3,134.3
United Kingdom,Monthly,Sep-20,Grams per kilometre,Cars,WLTP,[z],146,167.4,125,39.5,133.4
United Kingdom,Monthly,Oct-20,Grams per kilometre,Cars,WLTP,[z],147.4,163,127.5,39.1,132
United Kingdom,Monthly,Nov-20,Grams per kilometre,Cars,WLTP,[z],146.4,159,128.5,37.9,126.4
United Kingdom,Monthly,Dec-20,Grams per kilometre,Cars,WLTP,[z],146.6,159.9,126.8,38.1,114.9
United Kingdom,Monthly,Jan-21,Grams per kilometre,Cars,WLTP,[z],147.6,162.4,130.3,40.5,130.4
United Kingdom,Monthly,Feb-21,Grams per kilometre,Cars,WLTP,[z],144.1,156.3,128.4,39.8,128.6
United Kingdom,Monthly,Mar-21,Grams per kilometre,Cars,WLTP,[z],145.1,162.8,128.7,41.5,128.7
United Kingdom,Monthly,Apr-21,Grams per kilometre,Cars,WLTP,[z],144.5,160.8,126.5,39.7,128.3
United Kingdom,Monthly,May-21,Grams per kilometre,Cars,WLTP,[z],144.9,160.6,127,38.7,126.1
United Kingdom,Monthly,Jun-21,Grams per kilometre,Cars,WLTP,[z],142.3,159.4,126.1,36.8,120.3
United Kingdom,Monthly,Jul-21,Grams per kilometre,Cars,WLTP,[z],144.4,162,124.7,38.7,121.5
United Kingdom,Monthly,Aug-21,Grams per kilometre,Cars,WLTP,[z],142.6,157.3,122.3,37.5,117.4
United Kingdom,Monthly,Sep-21,Grams per kilometre,Cars,WLTP,[z],141.6,164.3,124.6,39,112.7
United Kingdom,Monthly,Oct-21,Grams per kilometre,Cars,WLTP,[z],143.4,155.8,129.7,37.9,112.9
United Kingdom,Monthly,Nov-21,Grams per kilometre,Cars,WLTP,[z],143.8,158.1,127,37.9,106.1
United Kingdom,Monthly,Dec-21,Grams per kilometre,Cars,WLTP,[z],143.3,159.3,123.2,39.8,97.8
United Kingdom,Monthly,Jan-22,Grams per kilometre,Cars,WLTP,[z],144.8,161.2,125.7,38,116.3
United Kingdom,Monthly,Feb-22,Grams per kilometre,Cars,WLTP,[z],140.7,152.9,122.8,35.6,105.7
United Kingdom,Monthly,Mar-22,Grams per kilometre,Cars,WLTP,[z],143.8,163.5,125.2,36.9,112.4
United Kingdom,Monthly,Apr-22,Grams per kilometre,Cars,WLTP,[z],143.2,164,127.6,37,121.3
United Kingdom,Monthly,May-22,Grams per kilometre,Cars,WLTP,[z],143.4,158.9,126.8,35.4,117.8
United Kingdom,Monthly,Jun-22,Grams per kilometre,Cars,WLTP,[z],143.1,164.8,127.8,36.2,113.8
United Kingdom,Monthly,Jul-22,Grams per kilometre,Cars,WLTP,[z],145.7,169.2,126.4,37,122.2
United Kingdom,Monthly,Aug-22,Grams per kilometre,Cars,WLTP,[z],140.4,158.6,123.6,34.6,113.3
United Kingdom,Monthly,Sep-22,Grams per kilometre,Cars,WLTP,[z],142.7,163.2,126.4,34.4,111
United Kingdom,Monthly,Oct-22,Grams per kilometre,Cars,WLTP,[z],142.8,168.8,126.4,32.1,113.5
United Kingdom,Monthly,Nov-22,Grams per kilometre,Cars,WLTP,[z],143.8,165,127,32.5,105
United Kingdom,Monthly,Dec-22,Grams per kilometre,Cars,WLTP,[z],144.8,166.5,127.5,34.3,88.9
United Kingdom,Monthly,Jan-23,Grams per kilometre,Cars,WLTP,[z],143.1,167.3,124.8,33.8,115
United Kingdom,Monthly,Feb-23,Grams per kilometre,Cars,WLTP,[z],138.2,161.2,124.1,32.7,107.6
United Kingdom,Monthly,Mar-23,Grams per kilometre,Cars,WLTP,[z],142.6,176,125.5,32.8,111.8
United Kingdom,Monthly,Apr-23,Grams per kilometre,Cars,WLTP,[z],143,172.2,127.3,32.6,113.4
United Kingdom,Monthly,May-23,Grams per kilometre,Cars,WLTP,[z],143.1,168.2,125.9,32.4,110.5
United Kingdom,Monthly,Jun-23,Grams per kilometre,Cars,WLTP,[z],143.9,170.4,126.1,31.3,107.7
United Kingdom,Monthly,Jul-23,Grams per kilometre,Cars,WLTP,[z],144.1,170.9,126.9,31,109.8
United Kingdom,Monthly,Aug-23,Grams per kilometre,Cars,WLTP,[z],141.2,163.4,125.6,30.4,102.4
United Kingdom,Monthly,Sep-23,Grams per kilometre,Cars,WLTP,[z],142.9,169.5,127.1,30.4,109.1
United Kingdom,Monthly,Oct-23,Grams per kilometre,Cars,WLTP,[z],142.8,169.7,125.4,30.1,107.9
United Kingdom,Monthly,Nov-23,Grams per kilometre,Cars,WLTP,[z],143.2,170.8,125.5,30.8,107.1
United Kingdom,Monthly,Dec-23,Grams per kilometre,Cars,WLTP,[z],144.5,171.6,126.7,31.1,104
United Kingdom,Monthly,Jan-24,Grams per kilometre,Cars,WLTP,[z],144.3,171.7,126.5,31.8,111
United Kingdom,Monthly,Feb-24,Grams per kilometre,Cars,WLTP,[z],142.3,162,124.8,30.9,106.1
United Kingdom,Monthly,Mar-24,Grams per kilometre,Cars,WLTP,[z],143.1,172.7,126.5,32,110.1
United Kingdom,Monthly,Apr-24,Grams per kilometre,Cars,WLTP,[z],144,169.4,124.8,29.4,107.4
United Kingdom,Monthly,May-24,Grams per kilometre,Cars,WLTP,[z],144,169.9,127.4,29.1,106.5
United Kingdom,Monthly,Jun-24,Grams per kilometre,Cars,WLTP,[z],143,171.8,126.2,29.2,101.8
United Kingdom,Monthly,Jul-24,Grams per kilometre,Cars,WLTP,[z],142,175.8,128.3,31.3,103.6
United Kingdom,Monthly,Aug-24,Grams per kilometre,Cars,WLTP,[z],140.7,171.9,125.4,30.3,98.8
United Kingdom,Monthly,Sep-24,Grams per kilometre,Cars,WLTP,[z],141.2,174.3,127.4,27.9,100
United Kingdom,Monthly,Oct-24,Grams per kilometre,Cars,WLTP,[z],142.2,172,128,26.2,99.5
United Kingdom,Monthly,Nov-24,Grams per kilometre,Cars,WLTP,[z],143.4,181.2,128.8,22.8,93.3
United Kingdom,Monthly,Dec-24,Grams per kilometre,Cars,WLTP,[z],143,180.2,127.5,21.9,85.2
United Kingdom,Monthly,Jan-25,Grams per kilometre,Cars,WLTP,[z],140.3,182.6,126.7,24,98.3
United Kingdom,Monthly,Feb-25,Grams per kilometre,Cars,WLTP,[z],140.5,172.7,126.7,22.2,92.1
United Kingdom,Monthly,Mar-25,Grams per kilometre,Cars,WLTP,[z],143.7,181.8,126.4,22.7,100.2
United Kingdom,Monthly,Apr-25,Grams per kilometre,Cars,WLTP,[z],140.5,177,126.5,21,94.9
United Kingdom,Monthly,May-25,Grams per kilometre,Cars,WLTP,[z],140.4,178,125.9,21.6,92.8
United Kingdom,Monthly,Jun-25,Grams per kilometre,Cars,WLTP,[z],140.8,176.1,127.2,21,90.4
United Kingdom,Monthly,Jul-25,Grams per kilometre,Cars,WLTP,[z],142.1,176.7,126.5,21.1,93.7
United Kingdom,Monthly,Aug-25,Grams per kilometre,Cars,WLTP,[z],139.5,174.9,126.6,21.3,86.6
United Kingdom,Monthly,Sep-25,Grams per kilometre,Cars,WLTP,[z],140.8,177.1,125.7,22.5,89.9
United Kingdom,Monthly,Oct-25,Grams per kilometre,Cars,WLTP,[z],143.1,177.5,124.7,24.1,88.2
United Kingdom,Monthly,Nov-25,Grams per kilometre,Cars,WLTP,[z],143.3,180.7,124.1,25.1,87.6
