Geography,Date Interval,Date,Units,BodyType,Measure,Reported Source,Petrol,Diesel,Hybrid Electric,Plug-in Hybrid Electric,Total
Northern Ireland,Monthly,Nov-22,Grams per kilometre,Cars,WLTP,[z],138.1,153.6,122.4,29.9,115.5
Northern Ireland,Monthly,Dec-22,Grams per kilometre,Cars,WLTP,[z],137.5,147.8,124.6,34.8,106.6
Northern Ireland,Monthly,Jan-23,Grams per kilometre,Cars,WLTP,[z],141.8,170.3,119.7,34.3,120.2
Northern Ireland,Monthly,Feb-23,Grams per kilometre,Cars,WLTP,[z],136.2,163.6,120,31.4,120.3
Northern Ireland,Monthly,Mar-23,Grams per kilometre,Cars,WLTP,[z],137.9,171.4,122.8,31.5,118.6
Northern Ireland,Monthly,Apr-23,Grams per kilometre,Cars,WLTP,[z],138.8,168.6,120.8,32.3,118.3
Northern Ireland,Monthly,May-23,Grams per kilometre,Cars,WLTP,[z],137.2,159.9,121.7,30.7,113.4
Northern Ireland,Monthly,Jun-23,Grams per kilometre,Cars,WLTP,[z],140.6,163.4,123.1,32.7,112.9
Northern Ireland,Monthly,Jul-23,Grams per kilometre,Cars,WLTP,[z],138.1,169.4,122,33.3,115.4
Northern Ireland,Monthly,Aug-23,Grams per kilometre,Cars,WLTP,[z],138.8,166.5,122,30.8,114.2
Northern Ireland,Monthly,Sep-23,Grams per kilometre,Cars,WLTP,[z],139.6,170.4,121.8,30.3,116.6
Northern Ireland,Monthly,Oct-23,Grams per kilometre,Cars,WLTP,[z],139.3,169.6,121.2,29.8,115.2
Northern Ireland,Monthly,Nov-23,Grams per kilometre,Cars,WLTP,[z],140,163.7,119,29.5,112.5
Northern Ireland,Monthly,Dec-23,Grams per kilometre,Cars,WLTP,[z],139.1,172.6,122.9,29.4,113.9
Northern Ireland,Monthly,Jan-24,Grams per kilometre,Cars,WLTP,[z],142.2,169.4,122,34.2,119.5
Northern Ireland,Monthly,Feb-24,Grams per kilometre,Cars,WLTP,[z],141.5,162.9,121.8,27.8,117.5
Northern Ireland,Monthly,Mar-24,Grams per kilometre,Cars,WLTP,[z],138.3,165.4,121,31.9,115.4
Northern Ireland,Monthly,Apr-24,Grams per kilometre,Cars,WLTP,[z],139.8,159.2,120,29,113.3
Northern Ireland,Monthly,May-24,Grams per kilometre,Cars,WLTP,[z],139.8,163.8,123.3,27.6,111.3
Northern Ireland,Monthly,Jun-24,Grams per kilometre,Cars,WLTP,[z],136.3,161.2,123.1,28,110.8
Northern Ireland,Monthly,Jul-24,Grams per kilometre,Cars,WLTP,[z],139.3,168.2,123.5,30.3,112.8
Northern Ireland,Monthly,Aug-24,Grams per kilometre,Cars,WLTP,[z],136.7,165.9,122.6,25.4,109.1
Northern Ireland,Monthly,Sep-24,Grams per kilometre,Cars,WLTP,[z],135.9,164.9,124,24.8,106.1
Northern Ireland,Monthly,Oct-24,Grams per kilometre,Cars,WLTP,[z],138,163.9,124.5,23.8,100.7
Northern Ireland,Monthly,Nov-24,Grams per kilometre,Cars,WLTP,[z],138.2,168.9,125.4,23.9,98.1
Northern Ireland,Monthly,Dec-24,Grams per kilometre,Cars,WLTP,[z],128.3,168,121.6,21.9,93.1
Northern Ireland,Monthly,Jan-25,Grams per kilometre,Cars,WLTP,[z],139.8,174.5,127,22.2,107.6
Northern Ireland,Monthly,Feb-25,Grams per kilometre,Cars,WLTP,[z],138.5,166.4,125.4,20.9,107.3
Northern Ireland,Monthly,Mar-25,Grams per kilometre,Cars,WLTP,[z],139,173.7,125.3,22.2,105.6
Northern Ireland,Monthly,Apr-25,Grams per kilometre,Cars,WLTP,[z],136.1,161,127.4,20.7,104.4
Northern Ireland,Monthly,May-25,Grams per kilometre,Cars,WLTP,[z],136.7,168.5,124.4,20.6,100.9
Northern Ireland,Monthly,Jun-25,Grams per kilometre,Cars,WLTP,[z],137.5,168.7,124.2,20.2,101.3
Northern Ireland,Monthly,Jul-25,Grams per kilometre,Cars,WLTP,[z],136.7,161.6,126.2,23.6,102.3
Northern Ireland,Monthly,Aug-25,Grams per kilometre,Cars,WLTP,[z],135.6,156.3,125.3,21.4,97.4
Northern Ireland,Monthly,Sep-25,Grams per kilometre,Cars,WLTP,[z],136.3,162.8,123.3,21.2,96.5
Northern Ireland,Monthly,Oct-25,Grams per kilometre,Cars,WLTP,[z],139.3,167.5,121.6,22,96.6
Northern Ireland,Monthly,Nov-25,Grams per kilometre,Cars,WLTP,[z],138.9,167.9,119.8,23.2,101.6
Northern Ireland,Monthly,Dec-25,Grams per kilometre,Cars,WLTP,[z],137.6,164.3,117.7,24.6,92
Northern Ireland,Monthly,Jan-26,Grams per kilometre,Cars,WLTP,[z],144.6,170.7,125.4,36.6,109.7
Northern Ireland,Monthly,Feb-26,Grams per kilometre,Cars,WLTP,[z],139.9,172.4,123.4,39.9,106.2
Northern Ireland,Monthly,Mar-26,Grams per kilometre,Cars,WLTP,[z],140.4,171.2,121.9,43.1,101.8
United Kingdom,Annual,2015,Grams per kilometre,Cars,Reported,NEDC figure,124.3,121.5,93.9,45.6,121.4
United Kingdom,Annual,2016,Grams per kilometre,Cars,Reported,NEDC figure,123.8,120.2,94.5,47.3,120.2
United Kingdom,Annual,2017,Grams per kilometre,Cars,Reported,NEDC figure,125.1,122.3,92.1,46.1,121.2
United Kingdom,Annual,2018,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,128.1,129.3,94.8,46.7,124.8
United Kingdom,Annual,2019,Grams per kilometre,Cars,Reported,e-NEDC calculation,132.1,135,96.7,47.9,127.8
United Kingdom,Annual,2020,Grams per kilometre,Cars,Reported,Mix of e-NEDC calculation and WLTP figure,140.7,153.8,119.4,41.3,127.9
United Kingdom,Annual,2021,Grams per kilometre,Cars,Reported,WLTP figure,143.9,160.9,126.4,39,119.8
United Kingdom,Annual,2022,Grams per kilometre,Cars,Reported,WLTP figure,143.4,163.6,126.3,35.3,111.7
United Kingdom,Annual,2023,Grams per kilometre,Cars,Reported,WLTP figure,142.9,170.4,126.1,31.5,109.3
United Kingdom,Annual,2024,Grams per kilometre,Cars,Reported,WLTP figure,142.8,173.1,127,28.5,102.5
United Kingdom,Annual,2025,Grams per kilometre,Cars,Reported,WLTP figure,141.8,178.5,126.1,22.9,92.1
United Kingdom,Quarterly,2014 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,125.4,124.4,94.7,[u],123.8
United Kingdom,Quarterly,2014 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,126.1,123.2,96.5,[u],123.1
United Kingdom,Quarterly,2015 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,124.1,123.6,94.6,45.5,122.3
United Kingdom,Quarterly,2015 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,125,122.1,93.2,45.4,122.1
United Kingdom,Quarterly,2015 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,123.3,120.3,93.8,44.3,120.5
United Kingdom,Quarterly,2015 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,125.3,119.6,94,47,120.5
United Kingdom,Quarterly,2016 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,123.1,120,96,46.4,119.8
United Kingdom,Quarterly,2016 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,124.3,120,91.6,47.6,120.4
United Kingdom,Quarterly,2016 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,123.2,120.6,95.7,47.5,120.2
United Kingdom,Quarterly,2016 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,125.1,120.4,93.9,47.8,120.8
United Kingdom,Quarterly,2017 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,123.6,121.6,93.1,47.4,120.5
United Kingdom,Quarterly,2017 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,125.9,121.3,92.6,46.6,121.3
United Kingdom,Quarterly,2017 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,125.2,122.9,91.5,45.3,121.2
United Kingdom,Quarterly,2017 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,126.8,123.9,91.3,45.5,122.3
United Kingdom,Quarterly,2018 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,125.1,126,92.6,44.1,122.5
United Kingdom,Quarterly,2018 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,127.3,127.1,92.8,46.2,123.6
United Kingdom,Quarterly,2018 Q3 (July to September),Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,129.7,131.9,97.4,47.4,126.5
United Kingdom,Quarterly,2018 Q4 (October to December),Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,131.7,134.1,95.9,49.1,127.9
United Kingdom,Quarterly,2019 Q1 (January to March),Grams per kilometre,Cars,Reported,e-NEDC calculation,131.4,134.6,95.4,50.5,128.7
United Kingdom,Quarterly,2019 Q2 (April to June),Grams per kilometre,Cars,Reported,e-NEDC calculation,133.4,134.9,95,49.6,129.7
United Kingdom,Quarterly,2019 Q3 (July to September),Grams per kilometre,Cars,Reported,e-NEDC calculation,131.7,135.3,96.7,45.9,126.8
United Kingdom,Quarterly,2019 Q4 (October to December),Grams per kilometre,Cars,Reported,e-NEDC calculation,132,135.4,99.9,46.5,125.1
United Kingdom,Quarterly,2020 Q1 (January to March),Grams per kilometre,Cars,Reported,e-NEDC calculation,125.5,134,98.7,44.7,118.3
United Kingdom,Quarterly,2020 Q2 (April to June),Grams per kilometre,Cars,Reported,WLTP figure,149.5,167.2,125.5,45.8,136.1
United Kingdom,Quarterly,2020 Q3 (July to September),Grams per kilometre,Cars,Reported,WLTP figure,147.4,165.8,124.7,41.1,135.4
United Kingdom,Quarterly,2020 Q4 (October to December),Grams per kilometre,Cars,Reported,WLTP figure,147.2,160.8,127.7,38.4,124.9
United Kingdom,Quarterly,2021 Q1 (January to March),Grams per kilometre,Cars,Reported,WLTP figure,145.5,161.9,129,41,129.1
United Kingdom,Quarterly,2021 Q2 (April to June),Grams per kilometre,Cars,Reported,WLTP figure,143.8,160.3,126.5,38.3,124.5
United Kingdom,Quarterly,2021 Q3 (July to September),Grams per kilometre,Cars,Reported,WLTP figure,142.6,162.2,124.2,38.6,116.2
United Kingdom,Quarterly,2021 Q4 (October to December),Grams per kilometre,Cars,Reported,WLTP figure,143.5,157.6,126.7,38.4,105.6
United Kingdom,Quarterly,2022 Q1 (January to March),Grams per kilometre,Cars,Reported,WLTP figure,143.7,161.4,125,37,112.5
United Kingdom,Quarterly,2022 Q2 (April to June),Grams per kilometre,Cars,Reported,WLTP figure,143.2,162.6,127.4,36.2,117.4
United Kingdom,Quarterly,2022 Q3 (July to September),Grams per kilometre,Cars,Reported,WLTP figure,143.1,164.4,126,35.2,114.5
United Kingdom,Quarterly,2022 Q4 (October to December),Grams per kilometre,Cars,Reported,WLTP figure,143.7,166.8,126.9,32.9,102.7
United Kingdom,Quarterly,2023 Q1 (January to March),Grams per kilometre,Cars,Reported,WLTP figure,142,171.7,125.1,33.1,112
United Kingdom,Quarterly,2023 Q2 (April to June),Grams per kilometre,Cars,Reported,WLTP figure,143.4,170.3,126.3,32,110.3
United Kingdom,Quarterly,2023 Q3 (July to September),Grams per kilometre,Cars,Reported,WLTP figure,142.9,169,126.8,30.6,108.2
United Kingdom,Quarterly,2023 Q4 (October to December),Grams per kilometre,Cars,Reported,WLTP figure,143.5,170.6,125.8,30.7,106.4
United Kingdom,Quarterly,2024 Q1 (January to March),Grams per kilometre,Cars,Reported,WLTP figure,143.3,171,126.2,31.8,109.7
United Kingdom,Quarterly,2024 Q2 (April to June),Grams per kilometre,Cars,Reported,WLTP figure,143.6,170.4,126.2,29.2,104.9
United Kingdom,Quarterly,2024 Q3 (July to September),Grams per kilometre,Cars,Reported,WLTP figure,141.4,174.3,127.4,29.3,100.8
United Kingdom,Quarterly,2024 Q4 (October to December),Grams per kilometre,Cars,Reported,WLTP figure,142.8,177.6,128.1,23.6,92.8
United Kingdom,Quarterly,2025 Q1 (January to March),Grams per kilometre,Cars,Reported,WLTP figure,142.4,180.8,126.5,23,98.6
United Kingdom,Quarterly,2025 Q2 (April to June),Grams per kilometre,Cars,Reported,WLTP figure,140.6,176.9,126.6,21.2,92.3
United Kingdom,Quarterly,2025 Q3 (July to September),Grams per kilometre,Cars,Reported,WLTP figure,141,176.5,126.1,22,90.4
United Kingdom,Quarterly,2025 Q4 (October to December),Grams per kilometre,Cars,Reported,WLTP figure,143.7,179.1,124.9,25.5,85.5
United Kingdom,Quarterly,2026 Q1 (January to March),Grams per kilometre,Cars,Reported,WLTP figure,143,182.3,122.1,30.8,92
United Kingdom,Monthly,Jul-14,Grams per kilometre,Cars,Reported,NEDC figure,127.4,124.4,95.5,[u],124.8
United Kingdom,Monthly,Aug-14,Grams per kilometre,Cars,Reported,NEDC figure,126.1,121.8,93.8,[u],122.9
United Kingdom,Monthly,Sep-14,Grams per kilometre,Cars,Reported,NEDC figure,124.5,124.8,94.5,[u],123.5
United Kingdom,Monthly,Oct-14,Grams per kilometre,Cars,Reported,NEDC figure,126.4,123.2,96.8,[u],123.3
United Kingdom,Monthly,Nov-14,Grams per kilometre,Cars,Reported,NEDC figure,125.7,123,96.1,[u],122.8
United Kingdom,Monthly,Dec-14,Grams per kilometre,Cars,Reported,NEDC figure,126.3,123.4,96.6,[u],123.1
United Kingdom,Monthly,Jan-15,Grams per kilometre,Cars,Reported,NEDC figure,124.2,123.2,96.8,45.9,122.3
United Kingdom,Monthly,Feb-15,Grams per kilometre,Cars,Reported,NEDC figure,124.9,120.9,92.7,45.6,121.5
United Kingdom,Monthly,Mar-15,Grams per kilometre,Cars,Reported,NEDC figure,123.9,124.3,94.1,45.4,122.4
United Kingdom,Monthly,Apr-15,Grams per kilometre,Cars,Reported,NEDC figure,125.3,123.4,93.7,46.5,123
United Kingdom,Monthly,May-15,Grams per kilometre,Cars,Reported,NEDC figure,125.4,122,94.1,45.7,122.3
United Kingdom,Monthly,Jun-15,Grams per kilometre,Cars,Reported,NEDC figure,124.5,121.1,92.3,44.4,121.3
United Kingdom,Monthly,Jul-15,Grams per kilometre,Cars,Reported,NEDC figure,124.8,120.5,94.5,45,121.4
United Kingdom,Monthly,Aug-15,Grams per kilometre,Cars,Reported,NEDC figure,123.6,120.3,93,43.3,120.5
United Kingdom,Monthly,Sep-15,Grams per kilometre,Cars,Reported,NEDC figure,122.6,120.2,93.6,44.3,120.2
United Kingdom,Monthly,Oct-15,Grams per kilometre,Cars,Reported,NEDC figure,125.3,120.2,93.4,49,121
United Kingdom,Monthly,Nov-15,Grams per kilometre,Cars,Reported,NEDC figure,125.5,119.4,93.4,46.7,120.6
United Kingdom,Monthly,Dec-15,Grams per kilometre,Cars,Reported,NEDC figure,125.2,119.3,95.2,45.5,120
United Kingdom,Monthly,Jan-16,Grams per kilometre,Cars,Reported,NEDC figure,124.6,119.3,98.5,45.8,120.2
United Kingdom,Monthly,Feb-16,Grams per kilometre,Cars,Reported,NEDC figure,122.5,118,98.8,46.6,118.7
United Kingdom,Monthly,Mar-16,Grams per kilometre,Cars,Reported,NEDC figure,122.7,120.6,94.7,46.5,119.8
United Kingdom,Monthly,Apr-16,Grams per kilometre,Cars,Reported,NEDC figure,125.1,120.7,91.9,46.4,120.9
United Kingdom,Monthly,May-16,Grams per kilometre,Cars,Reported,NEDC figure,124.6,120,92.1,47.8,120.7
United Kingdom,Monthly,Jun-16,Grams per kilometre,Cars,Reported,NEDC figure,123.6,119.5,91.1,48.7,119.8
United Kingdom,Monthly,Jul-16,Grams per kilometre,Cars,Reported,NEDC figure,124.4,120.6,94.1,47.7,120.9
United Kingdom,Monthly,Aug-16,Grams per kilometre,Cars,Reported,NEDC figure,123.1,118.6,94.1,48,119.1
United Kingdom,Monthly,Sep-16,Grams per kilometre,Cars,Reported,NEDC figure,122.8,120.9,96.5,47.3,120.1
United Kingdom,Monthly,Oct-16,Grams per kilometre,Cars,Reported,NEDC figure,125,120.4,93.3,47.3,120.9
United Kingdom,Monthly,Nov-16,Grams per kilometre,Cars,Reported,NEDC figure,124.7,120.3,93.6,47.5,120.6
United Kingdom,Monthly,Dec-16,Grams per kilometre,Cars,Reported,NEDC figure,125.5,120.5,95.1,48.6,120.9
United Kingdom,Monthly,Jan-17,Grams per kilometre,Cars,Reported,NEDC figure,124.3,120.9,93.2,47.7,120.4
United Kingdom,Monthly,Feb-17,Grams per kilometre,Cars,Reported,NEDC figure,122.5,119.2,91,48.8,118.7
United Kingdom,Monthly,Mar-17,Grams per kilometre,Cars,Reported,NEDC figure,123.5,122.2,93.4,47.1,120.7
United Kingdom,Monthly,Apr-17,Grams per kilometre,Cars,Reported,NEDC figure,126.7,121.4,94.5,46.1,121.8
United Kingdom,Monthly,May-17,Grams per kilometre,Cars,Reported,NEDC figure,126,121.7,91.3,46.8,121.5
United Kingdom,Monthly,Jun-17,Grams per kilometre,Cars,Reported,NEDC figure,125.3,121,92.6,46.8,120.8
United Kingdom,Monthly,Jul-17,Grams per kilometre,Cars,Reported,NEDC figure,126.1,122.2,91.7,46.3,121.2
United Kingdom,Monthly,Aug-17,Grams per kilometre,Cars,Reported,NEDC figure,125,121,89.3,46,120.3
United Kingdom,Monthly,Sep-17,Grams per kilometre,Cars,Reported,NEDC figure,124.9,123.5,91.7,44.7,121.4
United Kingdom,Monthly,Oct-17,Grams per kilometre,Cars,Reported,NEDC figure,126.7,123.6,90.7,45.3,122.4
United Kingdom,Monthly,Nov-17,Grams per kilometre,Cars,Reported,NEDC figure,126.7,124,91.7,45.1,122.3
United Kingdom,Monthly,Dec-17,Grams per kilometre,Cars,Reported,NEDC figure,126.9,124.2,91.6,46.2,122.1
United Kingdom,Monthly,Jan-18,Grams per kilometre,Cars,Reported,NEDC figure,125.1,124.7,91.7,43.8,121.9
United Kingdom,Monthly,Feb-18,Grams per kilometre,Cars,Reported,NEDC figure,124,123.5,89.4,44.7,121.2
United Kingdom,Monthly,Mar-18,Grams per kilometre,Cars,Reported,NEDC figure,125.3,127,93.4,44.1,122.9
United Kingdom,Monthly,Apr-18,Grams per kilometre,Cars,Reported,NEDC figure,127.2,125.5,91.6,44.2,123.3
United Kingdom,Monthly,May-18,Grams per kilometre,Cars,Reported,NEDC figure,127.4,126.4,92.5,46.5,123.5
United Kingdom,Monthly,Jun-18,Grams per kilometre,Cars,Reported,NEDC figure,127.2,128.8,93.7,47.1,123.9
United Kingdom,Monthly,Jul-18,Grams per kilometre,Cars,Reported,NEDC figure,128.4,128.6,96.9,48.5,124.7
United Kingdom,Monthly,Aug-18,Grams per kilometre,Cars,Reported,NEDC figure,127.5,128.9,96.5,47,123
United Kingdom,Monthly,Sep-18,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,131,134.6,97.8,46.7,128.3
United Kingdom,Monthly,Oct-18,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,132,134.8,96.5,49,128.4
United Kingdom,Monthly,Nov-18,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,131.5,133.7,95.4,49.4,127.8
United Kingdom,Monthly,Dec-18,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,131.4,133.9,95.7,48.8,127.5
United Kingdom,Monthly,Jan-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,131.4,134.1,95.2,50.5,128.2
United Kingdom,Monthly,Feb-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,129.7,132.3,96.2,50,126.8
United Kingdom,Monthly,Mar-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,131.7,135.3,95.3,50.7,129.3
United Kingdom,Monthly,Apr-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,134.3,134.7,94.2,50.6,130.3
United Kingdom,Monthly,May-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,133.8,134.8,96.2,48.9,129.9
United Kingdom,Monthly,Jun-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,132.3,135,94.6,49.6,129
United Kingdom,Monthly,Jul-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,132.2,133.6,94.3,49.2,127.9
United Kingdom,Monthly,Aug-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,131.2,132.9,94.2,45.9,124.6
United Kingdom,Monthly,Sep-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,131.6,137,98.4,44.7,126.9
United Kingdom,Monthly,Oct-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,132.9,136.2,97.9,48.5,126.8
United Kingdom,Monthly,Nov-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,131.7,134.9,99,46.2,124.5
United Kingdom,Monthly,Dec-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,131.4,135,104,45.4,124.1
United Kingdom,Monthly,Jan-20,Grams per kilometre,Cars,Reported,e-NEDC calculation,125.3,134.2,98.8,43.5,119.3
United Kingdom,Monthly,Feb-20,Grams per kilometre,Cars,Reported,e-NEDC calculation,122.7,128.5,97.4,44.7,116.5
United Kingdom,Monthly,Mar-20,Grams per kilometre,Cars,Reported,e-NEDC calculation,126.5,135.7,98.9,45.4,118.4
United Kingdom,Monthly,Apr-20,Grams per kilometre,Cars,Reported,WLTP figure,147.5,146.7,121.8,56.2,93.5
United Kingdom,Monthly,May-20,Grams per kilometre,Cars,Reported,WLTP figure,152.5,169.4,134.7,46.4,132.4
United Kingdom,Monthly,Jun-20,Grams per kilometre,Cars,Reported,WLTP figure,149.1,167.4,124.8,45.5,137.7
United Kingdom,Monthly,Jul-20,Grams per kilometre,Cars,Reported,WLTP figure,149.7,164.9,124.5,43.6,138.8
United Kingdom,Monthly,Aug-20,Grams per kilometre,Cars,Reported,WLTP figure,146.4,162.1,122.7,41.3,134.7
United Kingdom,Monthly,Sep-20,Grams per kilometre,Cars,Reported,WLTP figure,146.4,167.4,125.2,39.5,133.8
United Kingdom,Monthly,Oct-20,Grams per kilometre,Cars,Reported,WLTP figure,147.7,163,127.7,39.1,132.4
United Kingdom,Monthly,Nov-20,Grams per kilometre,Cars,Reported,WLTP figure,146.8,158.9,128.6,38.1,126.7
United Kingdom,Monthly,Dec-20,Grams per kilometre,Cars,Reported,WLTP figure,147,159.8,127,38.2,115.3
United Kingdom,Monthly,Jan-21,Grams per kilometre,Cars,Reported,WLTP figure,147.6,162.4,130.3,40.5,130.4
United Kingdom,Monthly,Feb-21,Grams per kilometre,Cars,Reported,WLTP figure,144.1,156.2,128.4,39.8,128.5
United Kingdom,Monthly,Mar-21,Grams per kilometre,Cars,Reported,WLTP figure,145.1,162.8,128.7,41.5,128.7
United Kingdom,Monthly,Apr-21,Grams per kilometre,Cars,Reported,WLTP figure,144.5,160.8,126.5,39.7,128.3
United Kingdom,Monthly,May-21,Grams per kilometre,Cars,Reported,WLTP figure,144.9,160.6,127,38.7,126.1
United Kingdom,Monthly,Jun-21,Grams per kilometre,Cars,Reported,WLTP figure,142.3,159.3,126.1,36.8,120.3
United Kingdom,Monthly,Jul-21,Grams per kilometre,Cars,Reported,WLTP figure,144.4,162,124.7,38.7,121.5
United Kingdom,Monthly,Aug-21,Grams per kilometre,Cars,Reported,WLTP figure,142.6,157.3,122.3,37.5,117.4
United Kingdom,Monthly,Sep-21,Grams per kilometre,Cars,Reported,WLTP figure,141.6,164.3,124.6,39,112.7
United Kingdom,Monthly,Oct-21,Grams per kilometre,Cars,Reported,WLTP figure,143.4,155.8,129.7,37.9,112.9
United Kingdom,Monthly,Nov-21,Grams per kilometre,Cars,Reported,WLTP figure,143.8,158.1,127,37.9,106.1
United Kingdom,Monthly,Dec-21,Grams per kilometre,Cars,Reported,WLTP figure,143.3,159.3,123.2,39.8,97.8
United Kingdom,Monthly,Jan-22,Grams per kilometre,Cars,Reported,WLTP figure,144.8,161.2,125.7,38,116.3
United Kingdom,Monthly,Feb-22,Grams per kilometre,Cars,Reported,WLTP figure,140.7,152.9,122.8,35.6,105.7
United Kingdom,Monthly,Mar-22,Grams per kilometre,Cars,Reported,WLTP figure,143.8,163.5,125.2,36.9,112.4
United Kingdom,Monthly,Apr-22,Grams per kilometre,Cars,Reported,WLTP figure,143.2,164,127.6,37,121.3
United Kingdom,Monthly,May-22,Grams per kilometre,Cars,Reported,WLTP figure,143.4,158.9,126.8,35.4,117.8
United Kingdom,Monthly,Jun-22,Grams per kilometre,Cars,Reported,WLTP figure,143.1,164.8,127.8,36.2,113.8
United Kingdom,Monthly,Jul-22,Grams per kilometre,Cars,Reported,WLTP figure,145.7,169.2,126.4,37,122.2
United Kingdom,Monthly,Aug-22,Grams per kilometre,Cars,Reported,WLTP figure,140.4,158.6,123.6,34.6,113.3
United Kingdom,Monthly,Sep-22,Grams per kilometre,Cars,Reported,WLTP figure,142.7,163.2,126.4,34.4,111
United Kingdom,Monthly,Oct-22,Grams per kilometre,Cars,Reported,WLTP figure,142.8,168.8,126.4,32.1,113.5
United Kingdom,Monthly,Nov-22,Grams per kilometre,Cars,Reported,WLTP figure,143.8,165,127,32.5,105
United Kingdom,Monthly,Dec-22,Grams per kilometre,Cars,Reported,WLTP figure,144.8,166.5,127.5,34.3,88.9
United Kingdom,Monthly,Jan-23,Grams per kilometre,Cars,Reported,WLTP figure,143.1,167.3,124.8,33.8,115
United Kingdom,Monthly,Feb-23,Grams per kilometre,Cars,Reported,WLTP figure,138.2,161.2,124.1,32.7,107.6
United Kingdom,Monthly,Mar-23,Grams per kilometre,Cars,Reported,WLTP figure,142.6,176,125.5,32.8,111.8
United Kingdom,Monthly,Apr-23,Grams per kilometre,Cars,Reported,WLTP figure,143,172.2,127.3,32.6,113.4
United Kingdom,Monthly,May-23,Grams per kilometre,Cars,Reported,WLTP figure,143.1,168.2,125.9,32.4,110.5
United Kingdom,Monthly,Jun-23,Grams per kilometre,Cars,Reported,WLTP figure,143.9,170.4,126.1,31.3,107.7
United Kingdom,Monthly,Jul-23,Grams per kilometre,Cars,Reported,WLTP figure,144.1,170.9,126.9,31,109.8
United Kingdom,Monthly,Aug-23,Grams per kilometre,Cars,Reported,WLTP figure,141.2,163.3,125.6,30.4,102.4
United Kingdom,Monthly,Sep-23,Grams per kilometre,Cars,Reported,WLTP figure,142.9,169.5,127.1,30.4,109.1
United Kingdom,Monthly,Oct-23,Grams per kilometre,Cars,Reported,WLTP figure,142.8,169.7,125.4,30.1,107.9
United Kingdom,Monthly,Nov-23,Grams per kilometre,Cars,Reported,WLTP figure,143.2,170.8,125.5,30.8,107.1
United Kingdom,Monthly,Dec-23,Grams per kilometre,Cars,Reported,WLTP figure,144.5,171.5,126.7,31.1,104
United Kingdom,Monthly,Jan-24,Grams per kilometre,Cars,Reported,WLTP figure,144.3,171.7,126.5,31.8,111
United Kingdom,Monthly,Feb-24,Grams per kilometre,Cars,Reported,WLTP figure,142.3,161.9,124.8,30.9,106.1
United Kingdom,Monthly,Mar-24,Grams per kilometre,Cars,Reported,WLTP figure,143.1,172.7,126.5,32,110.1
United Kingdom,Monthly,Apr-24,Grams per kilometre,Cars,Reported,WLTP figure,144,169.4,124.8,29.4,107.4
United Kingdom,Monthly,May-24,Grams per kilometre,Cars,Reported,WLTP figure,144,169.9,127.4,29.1,106.5
United Kingdom,Monthly,Jun-24,Grams per kilometre,Cars,Reported,WLTP figure,143,171.8,126.2,29.2,101.8
United Kingdom,Monthly,Jul-24,Grams per kilometre,Cars,Reported,WLTP figure,142,175.8,128.3,31.3,103.6
United Kingdom,Monthly,Aug-24,Grams per kilometre,Cars,Reported,WLTP figure,140.7,171.9,125.4,30.3,98.8
United Kingdom,Monthly,Sep-24,Grams per kilometre,Cars,Reported,WLTP figure,141.2,174.3,127.4,27.9,100
